"GEOID","SUFFIX","COUNT","TOTAL_ROADS","PCT"
48225,"ST",294,719,40.89
48227,"ST",408,1011,40.36
48229,"RD",201,444,45.27
48231,"ST",749,2081,35.99
48233,"ST",505,964,52.39
48235,"RD",139,269,51.67
48237,"RD",366,719,50.9
48239,"ST",283,722,39.2
48241,"ST",276,945,29.21
48243,"RD",156,418,37.32
48245,"ST",1537,4785,32.12
48247,"RD",99,310,31.94
48249,"ST",417,747,55.82
48251,"ST",914,3551,25.74
48253,"ST",292,457,63.89
48255,"ST",305,430,70.93
48257,"ST",713,2624,27.17
48259,"RD",410,1253,32.72
48261,"RD",29,59,49.15
48263,"ST",33,71,46.48
48265,"RD",663,1955,33.91
48267,"RD",206,434,47.47
48269,"ST",20,29,68.97
48271,"ST",108,288,37.5
48273,"ST",200,492,40.65
48275,"ST",164,254,64.57
48277,"ST",372,816,45.59
48279,"ST",235,394,59.64
48281,"ST",217,432,50.23
48283,"ST",178,376,47.34
48285,"ST",385,547,70.38
48287,"ST",197,384,51.3
48289,"ST",237,678,34.96
48291,"ST",550,1782,30.86
48293,"ST",421,616,68.34
48295,"ST",110,202,54.46
48297,"ST",158,517,30.56
48299,"DR",400,1497,26.72
48301,"ST",11,21,52.38
48303,"ST",2515,5256,47.85
48305,"ST",97,152,63.82
48307,"ST",295,398,74.12
48309,"DR",1400,5446,25.71
48311,"RD",105,148,70.95
48313,"LN",211,554,38.09
48315,"RD",304,888,34.23
48317,"ST",104,134,77.61
48319,"RD",327,546,59.89
48321,"RD",505,1396,36.17
48323,"ST",325,977,33.27
48325,"ST",192,640,30
48327,"RD",101,278,36.33
48329,"DR",508,2112,24.05
48331,"ST",404,801,50.44
48333,"ST",90,133,67.67
48335,"ST",219,317,69.09
48337,"RD",650,1472,44.16
48339,"DR",3508,13058,26.86
48341,"ST",129,430,30
48343,"ST",250,577,43.33
48345,"ST",43,94,45.74
48347,"ST",536,1805,29.7
48349,"ST",531,1682,31.57
48351,"RD",151,352,42.9
48353,"ST",284,434,65.44
48355,"DR",2357,5707,41.3
48357,"ST",118,243,48.56
48359,"ST",99,160,61.88
48361,"ST",1134,2927,38.74
48363,"RD",487,1859,26.2
48365,"ST",240,496,48.39
48367,"DR",806,3800,21.21
48369,"ST",105,198,53.03
48371,"ST",399,826,48.31
48373,"RD",978,2952,33.13
48375,"ST",683,2365,28.88
48377,"ST",258,483,53.42
48379,"ST",39,176,22.16
48381,"DR",587,2533,23.17
48383,"RD",167,289,57.79
48385,"RD",178,304,58.55
48387,"ST",337,434,77.65
48389,"ST",310,486,63.79
48391,"ST",228,458,49.78
48393,"RD",78,145,53.79
48395,"ST",442,1154,38.3
48397,"DR",939,2437,38.53
48399,"ST",278,387,71.83
48401,"ST",561,1018,55.11
48403,"DR",429,1302,32.95
48405,"ST",124,274,45.26
48407,"RD",621,1901,32.67
48409,"ST",569,1386,41.05
48411,"ST",178,267,66.67
48413,"ST",72,159,45.28
48415,"ST",218,511,42.66
48417,"ST",109,169,64.5
48419,"ST",273,520,52.5
48421,"ST",73,105,69.52
48423,"DR",1342,4796,27.98
48425,"ST",68,191,35.6
48427,"ST",936,2118,44.19
48429,"ST",152,287,52.96
48431,"ST",46,85,54.12
48433,"ST",45,81,55.56
48435,"ST",109,239,45.61
48437,"ST",91,196,46.43
48439,"DR",10200,32964,30.94
48441,"ST",980,2733,35.86
48443,"RD",148,195,75.9
48445,"ST",237,331,71.6
48447,"RD",120,233,51.5
48449,"ST",271,636,42.61
48451,"ST",868,2545,34.11
48453,"DR",5163,17712,29.15
48455,"RD",618,1614,38.29
48457,"RD",219,696,31.47
48459,"RD",677,1294,52.32
48461,"ST",82,206,39.81
48463,"ST",318,682,46.63
48465,"ST",520,1366,38.07
48467,"ST",410,762,53.81
48469,"ST",665,2018,32.95
48471,"RD",609,1673,36.4
48473,"RD",481,1584,30.37
48475,"ST",325,509,63.85
48477,"LN",410,1358,30.19
48479,"DR",760,3092,24.58
48481,"ST",656,1505,43.59
48483,"ST",209,297,70.37
48485,"ST",742,2839,26.14
48487,"ST",212,349,60.74
48489,"ST",205,595,34.45
48491,"DR",2402,9508,25.26
48493,"DR",310,1003,30.91
48495,"ST",158,262,60.31
48497,"ST",532,1847,28.8
48499,"ST",429,951,45.11
48501,"ST",98,239,41
48503,"RD",406,906,44.81
48505,"ST",173,586,29.52
48507,"ST",223,412,54.13
49001,"ST",167,287,58.19
49003,"RD",693,1039,66.7
49005,"RD",210,874,24.03
49007,"RD",1067,1580,67.53
49009,"RD",235,361,65.1
49011,"DR",824,3166,26.03
49013,"RD",409,841,48.63
49015,"RD",263,576,45.66
49017,"RD",285,647,44.05
49019,"RD",267,1026,26.02
49021,"RD",345,1307,26.4
49023,"RD",348,546,63.74
49025,"RD",332,933,35.58
49027,"ST",424,820,51.71
49029,"RD",83,323,25.7
49031,"RD",134,247,54.25
49033,"CIR",105,462,22.73
49035,"DR",4984,20610,24.18
49037,"RD",763,1093,69.81
49039,"ST",392,1127,34.78
49041,"RD",451,876,51.48
49043,"RD",636,1908,33.33
49045,"RD",1774,3240,54.75
49047,"RD",669,1186,56.41
49049,"ST",5352,10734,49.86
49051,"RD",313,1171,26.73
49053,"DR",1350,4302,31.38
49055,"RD",351,571,61.47
49057,"ST",1870,3290,56.84
50001,"RD",1008,1879,53.65
50003,"RD",1107,2094,52.87
50005,"RD",940,1900,49.47
50007,"RD",1170,3873,30.21
50009,"RD",447,665,67.22
50011,"RD",1077,1912,56.33
50013,"RD",217,452,48.01
50015,"RD",767,1453,52.79
50017,"RD",1303,1923,67.76
50019,"RD",923,1763,52.35
50021,"RD",1335,2827,47.22
50023,"RD",1618,2988,54.15
50025,"RD",1783,3137,56.84
50027,"RD",2139,3629,58.94
51001,"LN",608,2293,26.52
51003,"LN",929,3339,27.82
51005,"RD",206,652,31.6
51007,"LN",174,435,40
51009,"RD",584,1647,35.46
51011,"LN",253,638,39.66
51013,"ST",820,1202,68.22
51015,"LN",1252,2992,41.84
51017,"RD",266,624,42.63
51019,"RD",889,3360,26.46
51021,"LN",109,287,37.98
51023,"RD",404,1249,32.35
51025,"RD",297,794,37.41
51027,"RD",1514,1791,84.53
51029,"RD",323,616,52.44
51031,"RD",523,1784,29.32
51033,"RD",296,1047,28.27
51035,"RD",778,2070,37.58
51036,"RD",97,196,49.49
51037,"LN",518,1089,47.57
51041,"DR",1762,8091,21.78
51043,"LN",472,772,61.14
51045,"RD",196,495,39.6
51047,"LN",622,1812,34.33
51049,"RD",238,509,46.76
51051,"RD",401,1276,31.43
51053,"RD",310,773,40.1
51057,"RD",291,591,49.24
51059,"CT",5053,17328,29.16
51061,"LN",795,2527,31.46
51063,"PKWY",32,74,43.24
51065,"LN",292,816,35.78
51067,"LN",1008,3093,32.59
51069,"LN",754,3011,25.04
51071,"LN",323,1095,29.5
51073,"LN",645,1612,40.01
51075,"RD",410,1022,40.12
51077,"LN",813,1414,57.5
51079,"RD",258,702,36.75
51081,"RD",143,311,45.98
51083,"RD",383,1328,28.84
51085,"LN",844,3120,27.05
51087,"CT",1558,7537,20.67
51089,"DR",751,2264,33.17
51091,"RD",173,363,47.66
51093,"LN",336,1233,27.25
51095,"RD",372,1767,21.05
51097,"RD",228,412,55.34
51099,"DR",267,938,28.46
51101,"RD",199,621,32.05
51103,"LN",369,1173,31.46
51105,"DR",852,2004,42.51
51107,"CT",1589,9033,17.59
51109,"RD",449,1375,32.65
51111,"RD",327,643,50.86
51113,"RD",257,628,40.92
51115,"LN",215,542,39.67
51117,"RD",528,1738,30.38
51119,"RD",218,762,28.61
51121,"RD",567,2063,27.48
51125,"LN",566,1118,50.63
51127,"RD",325,844,38.51
51131,"LN",285,912,31.25
51133,"LN",430,1220,35.25
51135,"RD",314,738,42.55
51137,"RD",429,1450,29.59
51139,"RD",524,1490,35.17
51141,"RD",485,1174,41.31
51143,"RD",945,2079,45.45
51145,"RD",226,732,30.87
51147,"RD",399,1008,39.58
51149,"DR",236,937,25.19
51153,"CT",2191,7472,29.32
51155,"RD",354,1289,27.46
51157,"LN",563,893,63.05
51159,"RD",132,272,48.53
51161,"DR",760,2526,30.09
51163,"LN",1168,2214,52.76
51165,"LN",1009,2933,34.4
51167,"RD",626,1600,39.12
51169,"DR",606,1422,42.62
51171,"RD",579,1798,32.2
51173,"LN",453,1441,31.44
51175,"RD",225,643,34.99
51177,"LN",964,3526,27.34
51179,"LN",755,3308,22.82
51181,"RD",108,295,36.61
51183,"RD",200,517,38.68
51185,"RD",1000,3061,32.67
51187,"RD",494,1597,30.93
51191,"DR",676,2232,30.29
51193,"RD",275,961,28.62
51195,"RD",1081,1668,64.81
51197,"RD",490,1413,34.68
51199,"RD",400,1819,21.99
51510,"ST",339,1289,26.3
51520,"ST",177,608,29.11
51530,"ST",107,231,46.32
51540,"ST",172,683,25.18
51550,"CT",1173,4459,26.31
51570,"AVE",168,379,44.33
51580,"AVE",91,247,36.84
51590,"ST",373,1213,30.75
51595,"ST",114,221,51.58
51600,"DR",109,502,21.71
51610,"ST",92,204,45.1
51620,"ST",92,203,45.32
51630,"ST",159,480,33.12
51640,"ST",109,280,38.93
51650,"DR",580,2659,21.81
51660,"ST",141,656,21.49
51670,"AVE",195,585,33.33
51678,"ST",69,210,32.86
51680,"ST",557,1567,35.55
51683,"CT",204,689,29.61
51685,"CT",77,221,34.84
51690,"ST",260,424,61.32
51700,"DR",675,2868,23.54
51710,"AVE",877,3201,27.4
51720,"RD",15,35,42.86
51730,"ST",320,814,39.31
51735,"DR",89,296,30.07
51740,"ST",429,1603,26.76
51750,"ST",160,302,52.98
51760,"ST",1032,3301,31.26
51770,"RD",51,193,26.42
51775,"ST",178,665,26.77
51790,"ST",302,625,48.32
51800,"DR",345,1958,17.62
51810,"CT",2511,8279,30.33
51820,"AVE",182,555,32.79
51830,"ST",71,319,22.26
51840,"ST",142,504,28.17
53001,"RD",837,1309,63.94
53003,"ST",143,564,25.35
53005,"ST",1166,4590,25.4
53007,"RD",1795,3579,50.15
53009,"RD",1026,3327,30.84
53011,"ST",4386,13299,32.98
53013,"RD",241,413,58.35
53015,"RD",849,2630,32.28
53017,"RD",407,1674,24.31
53019,"RD",878,1454,60.39
53021,"RD",472,2100,22.48
53023,"RD",166,253,65.61
53025,"ST",457,1604,28.49
53027,"ST",939,2995,31.35
53029,"LN",1136,4862,23.36
53031,"ST",662,2334,28.36
53033,"ST",11919,22351,53.33
53035,"LN",819,4211,19.45
53037,"RD",759,1978,38.37
53039,"RD",960,2026,47.38
53041,"RD",1103,3119,35.36
53043,"RD",682,1284,53.12
53045,"RD",793,2945,26.93
53047,"RD",1845,3133,58.89
53049,"ST",516,1863,27.7
53051,"RD",522,1133,46.07
53053,"ST",2364,4562,51.82
53055,"LN",663,1755,37.78
53057,"LN",850,4061,20.93
53059,"RD",717,1245,57.59
53061,"RD",1237,4380,28.24
53063,"RD",2780,12199,22.79
53065,"RD",1241,2291,54.17
53067,"ST",146,525,27.81
53069,"RD",190,315,60.32
53071,"RD",618,2175,28.41
53073,"ST",1086,5480,19.82
53075,"RD",997,2278,43.77
53077,"RD",1567,5484,28.57
54001,"RD",415,935,44.39
54003,"DR",992,4062,24.42
54005,"RD",710,1662,42.72
54007,"RD",712,1247,57.1
54009,"ST",230,977,23.54
54011,"RD",976,3150,30.98
54013,"RD",279,495,56.36
54015,"RD",444,698,63.61
54017,"RD",340,625,54.4
54019,"RD",1231,2640,46.63
54021,"RD",260,512,50.78
54023,"RD",256,645,39.69
54025,"RD",977,2560,38.16
54027,"RD",927,2343,39.56
54029,"ST",394,1462,26.95
54031,"RD",580,1195,48.54
54033,"ST",959,3227,29.72
54035,"RD",720,1429,50.38
54037,"LN",669,3166,21.13
54039,"RD",2048,7604,26.93
54041,"RD",418,944,44.28
54043,"RD",700,1297,53.97
54045,"RD",1073,2571,41.73
54047,"RD",914,1452,62.95
54049,"ST",757,2772,27.31
54051,"RD",290,1052,27.57
54053,"RD",638,1494,42.7
54055,"RD",1202,3501,34.33
54057,"RD",425,1289,32.97
54059,"RD",495,1231,40.21
54061,"RD",1020,3520,28.98
54063,"RD",652,960,67.92
54065,"LN",801,2019,39.67
54067,"RD",988,2101,47.03
54069,"ST",367,1610,22.8
54071,"RD",368,954,38.57
54073,"RD",265,522,50.77
54075,"RD",511,988,51.72
54077,"RD",756,1940,38.97
54079,"RD",598,2181,27.42
54081,"RD",939,4204,22.34
54083,"RD",483,1309,36.9
54085,"RD",346,833,41.54
54087,"RD",360,677,53.18
54089,"RD",580,998,58.12
54091,"RD",308,908,33.92
54093,"RD",304,633,48.03
54095,"RD",273,582,46.91
54097,"RD",505,1115,45.29
54099,"RD",798,1653,48.28
54101,"RD",326,605,53.88
54103,"RD",349,980,35.61
54105,"RD",186,438,42.47
54107,"ST",887,3438,25.8
54109,"RD",795,1433,55.48
55001,"AVE",351,1627,21.57
55003,"RD",755,1135,66.52
55005,"ST",1324,2892,45.78
55007,"RD",1495,2097,71.29
55009,"CT",920,5162,17.82
55011,"RD",538,906,59.38
55013,"RD",883,1695,52.09
55015,"RD",343,1394,24.61
55017,"ST",1434,3356,42.73
55019,"RD",780,1877,41.56
55021,"RD",814,2097,38.82
55023,"RD",521,1485,35.08
55025,"RD",2223,10664,20.85
55027,"RD",936,2594,36.08
55029,"RD",854,2042,41.82
55031,"RD",1380,2511,54.96
55033,"ST",868,1973,43.99
55035,"RD",597,2545,23.46
55037,"RD",489,837,58.42
55039,"ST",651,2636,24.7
55041,"RD",564,1422,39.66
55043,"ST",819,2150,38.09
55045,"RD",478,1283,37.26
55047,"ST",276,833,33.13
55049,"RD",538,1152,46.7
55051,"RD",556,824,67.48
55053,"RD",899,1445,62.21
55055,"ST",593,2294,25.85
55057,"RD",572,1839,31.1
55059,"AVE",1248,3346,37.3
55061,"RD",258,732,35.25
55063,"RD",706,2454,28.77
55065,"RD",397,995,39.9
55067,"RD",549,1132,48.5
55069,"RD",760,1750,43.43
55071,"ST",642,2208,29.08
55073,"ST",1008,3998,25.21
55075,"RD",1198,3017,39.71
55077,"ST",189,929,20.34
55078,"RD",219,364,60.16
55079,"ST",3173,8399,37.78
55081,"AVE",747,2064,36.19
55083,"LN",1100,2651,41.49
55085,"RD",1380,3142,43.92
55087,"ST",1045,4162,25.11
55089,"CT",556,2497,22.27
55091,"LN",179,432,41.44
55093,"ST",800,1660,48.19
55095,"ST",927,2421,38.29
55097,"RD",536,2344,22.87
55099,"RD",737,1250,58.96
55101,"DR",835,3511,23.78
55103,"LN",636,1505,42.26
55105,"DR",961,3615,26.58
55107,"RD",584,1028,56.81
55109,"ST",804,2651,30.33
55111,"RD",802,2360,33.98
55113,"RD",1207,2490,48.47
55115,"RD",718,2009,35.74
55117,"ST",568,2837,20.02
55119,"RD",265,1047,25.31
55121,"RD",688,1713,40.16
55123,"RD",768,1917,40.06
55125,"RD",1527,3400,44.91
55127,"RD",865,3526,24.53
55129,"RD",772,1546,49.94
55131,"DR",922,3300,27.94
55133,"DR",2601,9547,27.24
55135,"RD",993,2490,39.88
55137,"AVE",289,1517,19.05
55139,"ST",714,3587,19.91
55141,"ST",583,2267,25.72
56001,"RD",700,1567,44.67
56003,"ST",204,535,38.13
56005,"RD",517,1717,30.11
56007,"ST",474,1182,40.1
56009,"RD",317,705,44.96
56011,"RD",505,805,62.73
56013,"RD",777,2230,34.84
56015,"RD",172,510,33.73
56017,"RD",207,373,55.5
56019,"RD",307,679,45.21
56021,"RD",830,2853,29.09
56023,"RD",420,1573,26.7
56025,"RD",859,2881,29.82
56027,"RD",178,352,50.57
56029,"RD",476,1585,30.03
56031,"RD",478,833,57.38
56033,"RD",408,1363,29.93
56035,"RD",488,1149,42.47
56037,"ST",428,1652,25.91
56039,"RD",875,1702,51.41
56041,"RD",198,827,23.94
56043,"RD",282,575,49.04
56045,"RD",209,537,38.92
